user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
1578,Instagram,61,Female,United Kingdom,Suburban,Upper-middle,Full-time employed,Bachelor’s,Married,Yes,7.9,8.1,Good,Yes,Weekly,22,8,28.5,123,89,7906,35.7,1,6,12,2.1,3,105.0,4,4,106,71,81,15,20,19,8,4,51,30,24,27,455,1100,No,0.72,2023,2025-02-12,26.2,Live,Food,Friends only,No,Yes,0,Business,1.16
1579,Instagram,51,Male,Germany,Urban,High,Student,Bachelor’s,Married,Yes,6.0,7.4,Poor,No,Weekly,28,6,23.2,158,78,7933,54.7,0,6,7,1.7,1,219.0,14,7,179,117,130,47,29,38,23,9,99,50,36,49,667,657,No,0.05,2010,2025-11-10,15.6,Reels,Art,Public,Yes,Yes,1,Free,1.11
1580,Instagram,52,Male,United States,Urban,Middle,Full-time employed,Some college,Single,No,0.6,6.6,Average,Former,Never,11,8,21.3,131,67,8038,38.4,2,4,5,4.3,4,73.0,2,6,88,53,57,18,22,14,13,2,37,15,17,15,1416,2097,No,0.64,2010,2025-03-02,36.5,Videos,Fitness,Friends only,Yes,Yes,5,Premium,1.5
1581,Instagram,47,Male,United Kingdom,Urban,Low,Unemployed,Bachelor’s,Married,No,16.8,7.4,Good,Yes,Rarely,9,2,32.8,103,89,7882,43.4,5,2,7,3.3,0,106.0,3,0,85,64,75,17,20,18,15,5,46,14,14,32,493,818,No,0.03,2025,2025-06-28,35.3,Stories,Music,Private,No,No,3,Free,1.02
1582,Instagram,46,Female,South Korea,Suburban,High,Unemployed,Master’s,Single,Yes,2.8,9.5,Good,No,Weekly,36,1,17.9,137,81,8038,37.1,3,5,11,3.0,3,326.0,29,7,224,150,217,59,47,38,24,10,152,72,36,121,331,398,Yes,0.04,2019,2025-01-15,11.2,Photos,Other,Public,Yes,No,1,Free,1.09
1583,Instagram,59,Male,Germany,Urban,Lower-middle,Unemployed,Some college,Married,Yes,8.9,6.4,Poor,No,Never,24,6,18.8,152,95,7975,35.3,7,5,10,4.2,2,238.0,10,9,192,123,136,49,35,31,30,6,105,67,33,72,1567,2927,No,0.66,2014,2025-06-19,23.8,Photos,Food,Private,No,No,3,Premium,1.09
1584,Instagram,36,Female,Germany,Rural,Low,Part-time,Bachelor’s,Single,No,3.0,4.8,Good,Former,Never,24,9,24.5,159,67,8078,44.9,5,4,11,3.9,1,193.0,6,5,175,100,132,30,28,29,16,6,84,48,21,61,3253,5238,No,0.46,2022,2025-07-11,32.2,Videos,Other,Private,No,No,2,Free,1.07
1585,Instagram,34,Male,Brazil,Urban,Lower-middle,Student,High school,In a relationship,No,11.0,6.7,Average,No,Weekly,20,6,24.7,116,94,7774,40.4,3,4,9,3.2,6,179.0,22,4,154,94,122,32,26,29,17,5,98,52,36,56,438,1077,No,0.39,2013,2025-05-01,8.1,Videos,Other,Private,No,No,3,Free,1.1
1586,Instagram,17,Female,Brazil,Urban,Middle,Retired,Bachelor’s,In a relationship,Yes,13.1,5.7,Poor,No,Never,38,1,24.7,101,69,8030,23.5,3,2,13,4.3,7,416.0,19,13,300,150,230,80,50,68,40,9,194,108,90,88,505,314,No,0.86,2020,2025-07-27,21.9,Reels,Other,Public,No,Yes,2,Free,1.03
1587,Instagram,45,Prefer not to say,United States,Urban,Lower-middle,Full-time employed,Bachelor’s,In a relationship,No,7.6,6.0,Very poor,No,Never,37,3,20.2,115,85,7979,25.1,5,6,10,0.9,1,320.0,19,6,221,145,214,52,43,40,33,7,156,93,50,110,1955,3030,Yes,0.64,2019,2025-10-31,16.8,Mixed,Tech,Friends only,Yes,No,4,Free,1.05
1588,Instagram,48,Non-binary,Brazil,Suburban,Middle,Freelancer,High school,Divorced,No,12.1,6.1,Very poor,No,Daily,34,9,25.1,107,70,7996,48.2,5,4,10,5.6,3,258.0,15,6,209,125,148,54,38,30,28,9,136,52,63,81,122,137,No,0.86,2015,2025-09-16,17.2,Live,Food,Public,Yes,Yes,1,Free,1.06
1589,Instagram,59,Male,Germany,Urban,Lower-middle,Full-time employed,High school,Single,No,10.4,7.1,Excellent,No,Rarely,6,7,30.3,135,87,7922,25.5,2,3,8,1.7,5,22.0,1,1,69,45,30,9,11,8,5,0,12,4,4,9,2288,4251,No,0.08,2014,2025-08-02,22.0,Photos,Fashion,Private,Yes,No,0,Free,2.22
1590,Instagram,32,Male,Other,Urban,Middle,Full-time employed,High school,In a relationship,No,12.8,7.2,Average,Former,Rarely,6,5,20.4,90,63,7925,49.9,2,6,14,2.0,3,156.0,11,2,112,110,108,32,23,31,18,4,64,18,25,40,134,333,Yes,0.12,2013,2025-10-05,14.2,Videos,Travel,Private,Yes,No,1,Free,1.13
1591,Instagram,31,Female,India,Urban,Low,Student,Bachelor’s,Divorced,No,3.1,8.5,Average,No,Weekly,39,5,29.3,152,96,7933,40.9,4,6,9,5.8,3,364.0,28,6,300,150,176,51,41,53,29,5,149,105,47,97,844,1183,Yes,0.2,2017,2025-09-27,13.0,Photos,Other,Private,Yes,Yes,1,Free,0.81
1592,Instagram,47,Female,United Kingdom,Urban,Lower-middle,Full-time employed,Some college,Divorced,No,5.7,6.9,Good,No,Weekly,21,9,28.7,121,65,7935,42.4,3,6,6,3.4,2,211.0,8,9,172,108,158,29,31,44,18,3,121,36,25,72,546,799,No,0.67,2024,2025-10-16,26.4,Live,Art,Friends only,Yes,Yes,0,Free,1.15
1593,Instagram,64,Female,India,Urban,Middle,Part-time,Some college,In a relationship,No,6.0,7.8,Excellent,No,Rarely,0,6,28.5,113,88,7952,33.2,2,1,11,2.6,1,5.0,1,4,47,40,23,12,14,13,4,2,3,1,1,2,1121,2736,No,0.3,2017,2025-12-13,5.0,Reels,Art,Private,No,Yes,5,Free,9.83
1594,Instagram,55,Male,United States,Urban,High,Full-time employed,High school,Married,No,4.1,6.1,Very poor,No,Weekly,10,8,23.6,119,68,7990,40.9,7,4,8,2.7,3,58.0,2,2,76,66,53,16,18,14,11,1,28,13,10,17,2258,4563,No,0.42,2019,2025-12-10,29.0,Reels,Art,Friends only,Yes,No,2,Free,1.54
1595,Instagram,29,Female,Brazil,Rural,High,Full-time employed,PhD,In a relationship,No,6.1,9.1,Excellent,Former,Weekly,11,8,27.5,106,82,8181,33.1,6,6,9,1.7,3,146.0,9,4,209,87,105,29,32,19,16,4,74,31,20,46,1103,1917,Yes,0.24,2025,2025-04-23,16.2,Videos,Food,Public,No,No,1,Premium,1.19
1596,Instagram,57,Male,United States,Suburban,Middle,Part-time,High school,Single,No,7.1,9.0,Poor,Former,Rarely,31,1,19.6,120,64,8089,54.1,5,4,16,1.0,3,332.0,12,8,252,150,207,53,40,49,36,9,193,46,77,82,972,684,No,0.21,2022,2025-07-01,27.7,Live,Other,Friends only,No,No,4,Free,1.01
1597,Instagram,55,Male,Brazil,Rural,Low,Full-time employed,High school,In a relationship,Yes,4.7,7.4,Average,No,Weekly,37,2,32.9,99,64,7911,54.8,4,4,9,0.9,2,436.0,18,4,300,150,239,72,43,64,38,11,192,48,64,103,2389,2972,No,0.85,2012,2025-05-31,24.2,Mixed,Art,Friends only,Yes,No,1,Premium,0.9
1598,Instagram,46,Female,Germany,Rural,Lower-middle,Unemployed,High school,Single,No,2.1,7.1,Average,No,Rarely,15,6,20.3,150,67,7908,37.7,2,7,10,6.4,3,161.0,6,1,155,102,106,29,25,29,17,3,68,19,20,50,1258,811,No,0.11,2023,2025-08-26,26.8,Videos,Music,Friends only,Yes,No,2,Free,1.03
1599,Instagram,21,Female,Canada,Urban,Low,Part-time,Bachelor’s,In a relationship,No,12.3,7.6,Very poor,Yes,Rarely,16,9,27.6,138,89,8085,44.4,2,2,18,2.8,6,103.0,3,5,184,76,75,15,22,21,15,2,44,12,14,38,461,237,No,0.51,2023,2025-09-06,34.3,Live,Travel,Public,No,No,5,Free,1.15
1600,Instagram,38,Female,Other,Suburban,Low,Part-time,Bachelor’s,Single,No,7.6,7.8,Poor,Former,Rarely,0,8,24.0,107,70,7988,40.0,4,2,9,8.2,3,25.0,1,2,50,55,48,11,10,10,13,2,14,7,3,9,37,42,No,0.14,2018,2025-12-13,25.0,Live,Music,Public,Yes,Yes,2,Business,2.92
1601,Instagram,14,Female,United Kingdom,Urban,Lower-middle,Full-time employed,High school,Married,No,1.8,6.1,Average,No,Weekly,13,5,25.8,113,97,7983,36.6,4,3,17,5.2,2,221.0,14,11,231,126,129,43,21,33,27,6,123,32,47,51,9840,10000,No,0.04,2018,2025-03-26,15.8,Photos,Food,Friends only,No,No,5,Free,1.12
1602,Instagram,65,Female,Germany,Urban,Lower-middle,Full-time employed,Bachelor’s,Single,Yes,5.8,8.1,Poor,Former,Never,26,5,24.3,98,60,8046,35.1,5,4,13,1.0,5,234.0,18,6,197,117,141,45,46,31,19,6,140,53,37,56,192,280,Yes,0.8,2010,2025-06-04,13.0,Videos,Other,Friends only,Yes,No,5,Free,1.06
1603,Instagram,21,Female,Brazil,Suburban,High,Full-time employed,Master’s,Single,Yes,6.8,5.3,Average,No,Rarely,10,5,15.0,120,83,8061,25.1,2,3,3,1.4,5,111.0,5,5,204,70,68,24,17,24,11,3,51,18,20,30,463,221,No,0.16,2020,2025-12-04,22.2,Mixed,Art,Friends only,Yes,No,3,Free,1.17
1604,Instagram,21,Female,United States,Urban,Middle,Retired,Bachelor’s,Divorced,No,9.5,7.7,Excellent,Yes,Never,29,1,21.5,131,88,7965,41.0,2,2,10,1.8,3,291.0,13,10,295,142,170,44,37,34,22,5,130,35,44,90,7037,10000,No,0.96,2023,2025-08-22,22.4,Mixed,Travel,Private,No,Yes,0,Free,0.99
1605,Instagram,52,Female,Australia,Suburban,Upper-middle,Full-time employed,Bachelor’s,Single,No,0.4,6.3,Good,No,Rarely,29,10,22.9,159,93,8119,58.8,3,6,9,1.8,4,104.0,5,4,103,68,84,16,18,17,13,3,52,19,10,22,873,690,No,0.23,2013,2025-07-02,20.8,Videos,Fashion,Private,Yes,No,1,Free,1.22
1606,Instagram,29,Female,India,Urban,Upper-middle,Student,High school,Married,No,12.7,6.9,Average,No,Rarely,4,8,21.5,107,73,8032,51.7,1,2,13,5.9,3,5.0,1,1,110,41,32,11,15,9,3,0,3,1,1,2,1215,1321,No,0.8,2025,2025-09-29,5.0,Stories,Fitness,Public,Yes,No,1,Free,9.5
1607,Instagram,13,Female,United States,Urban,Low,Full-time employed,Master’s,Married,Yes,1.9,8.5,Good,No,Weekly,9,6,21.0,150,87,7814,39.0,1,5,5,0.9,3,139.0,4,2,200,91,88,31,27,25,9,7,64,17,15,37,624,1050,No,0.58,2025,2025-03-21,34.8,Stories,Travel,Friends only,Yes,No,1,Free,1.11
1608,Instagram,37,Male,Other,Urban,Low,Full-time employed,Bachelor’s,In a relationship,No,4.5,6.6,Excellent,Yes,Never,1,4,24.2,94,81,8005,23.8,3,3,10,2.2,3,12.0,1,0,43,30,31,9,9,7,6,2,5,2,2,4,135,112,Yes,0.54,2020,2025-05-30,12.0,Reels,Music,Private,Yes,Yes,1,Free,3.77
1609,Instagram,55,Male,India,Rural,Upper-middle,Part-time,Master’s,Married,No,4.5,6.1,Average,Yes,Rarely,25,10,34.5,141,75,8125,37.9,3,3,6,3.6,1,205.0,6,8,161,107,132,36,31,33,28,4,105,28,34,79,853,586,Yes,0.94,2014,2025-02-10,34.2,Stories,Travel,Private,No,No,3,Free,1.11
1610,Instagram,52,Female,Australia,Urban,Lower-middle,Part-time,Bachelor’s,Divorced,Yes,7.3,7.7,Average,No,Weekly,23,10,23.1,157,67,7920,38.4,2,3,12,6.4,4,134.0,4,6,128,72,83,23,23,19,15,3,69,37,33,53,603,895,No,0.48,2025,2025-12-05,33.5,Photos,Fashion,Private,No,No,2,Free,1.09
1611,Instagram,54,Female,United Kingdom,Rural,Middle,Student,Other,Married,No,13.7,6.4,Average,No,Rarely,31,9,29.8,105,81,7868,36.9,3,5,7,6.8,1,271.0,16,4,192,134,158,30,43,41,27,3,123,77,40,100,2399,2197,No,0.88,2017,2025-12-15,16.9,Stories,Tech,Friends only,Yes,Yes,3,Free,0.85
1612,Instagram,37,Female,India,Suburban,Middle,Unemployed,Master’s,Divorced,Yes,13.9,7.0,Good,No,Several times a week,8,4,20.9,127,78,8066,22.8,7,7,16,9.1,4,132.0,4,4,137,87,89,25,20,32,15,6,79,19,19,38,1063,1648,No,0.45,2011,2025-08-22,33.0,Photos,Travel,Public,Yes,No,2,Free,1.14
1613,Instagram,51,Male,Canada,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,No,14.0,7.3,Good,No,Rarely,32,8,30.6,122,93,7965,42.8,1,5,8,1.3,3,192.0,7,3,158,130,120,28,26,23,19,2,87,30,39,70,1467,1479,No,0.13,2019,2025-04-20,27.4,Photos,Art,Private,Yes,No,3,Free,0.96
1614,Instagram,47,Female,United States,Rural,Upper-middle,Full-time employed,High school,Single,No,6.3,6.4,Poor,No,Rarely,9,3,23.6,138,84,7945,37.1,1,4,12,9.5,3,157.0,6,3,145,110,95,25,38,29,14,5,91,39,32,63,489,827,No,0.48,2024,2025-02-05,26.2,Reels,Art,Friends only,Yes,No,3,Business,0.97
1615,Instagram,15,Male,Brazil,Urban,Middle,Full-time employed,Bachelor’s,Single,No,11.0,7.2,Good,No,Rarely,26,3,32.6,143,61,8004,46.4,2,4,11,1.9,3,281.0,8,9,295,144,183,42,47,37,34,6,157,56,67,72,1692,3841,No,0.76,2011,2025-11-14,35.1,Stories,Food,Private,Yes,No,3,Premium,1.04
1616,Instagram,62,Female,Brazil,Urban,Middle,Full-time employed,Bachelor’s,Single,No,12.7,9.2,Average,No,Rarely,18,8,25.1,99,96,7948,34.7,4,3,6,2.5,2,95.0,3,6,89,63,58,17,18,27,11,5,40,12,16,29,210,323,No,0.93,2020,2025-11-25,31.7,Mixed,Food,Friends only,No,Yes,2,Free,1.15
1617,Instagram,49,Male,Brazil,Suburban,Upper-middle,Unemployed,Bachelor’s,Single,No,7.1,6.5,Good,Yes,Daily,25,6,18.1,100,96,7982,45.8,2,2,6,7.7,3,162.0,17,3,124,86,102,25,18,28,15,3,70,21,26,59,1709,3416,No,0.62,2015,2025-02-13,9.5,Mixed,Fashion,Friends only,Yes,Yes,4,Free,0.99
1618,Instagram,56,Female,Australia,Urban,Lower-middle,Unemployed,Bachelor’s,Single,No,3.6,7.5,Very poor,No,Rarely,2,9,29.7,128,61,7877,53.9,8,6,6,1.0,4,5.0,1,4,40,31,26,8,11,6,13,1,3,1,1,1,1944,1632,Yes,0.9,2018,2025-08-10,5.0,Stories,Art,Friends only,No,No,2,Free,9.0
1619,Instagram,56,Female,India,Suburban,Upper-middle,Student,Bachelor’s,Divorced,No,3.2,7.6,Good,No,Weekly,40,6,29.6,122,63,7961,45.0,2,9,13,6.1,1,264.0,15,9,200,136,160,51,32,39,20,5,111,67,34,76,3622,5803,No,0.45,2018,2025-10-06,17.6,Videos,Fitness,Friends only,No,Yes,1,Free,1.09
1620,Instagram,63,Female,Japan,Suburban,Lower-middle,Full-time employed,Master’s,Single,No,0.2,5.9,Excellent,No,Never,16,5,25.9,155,85,7926,50.8,3,6,11,6.1,2,120.0,4,5,113,74,70,16,19,26,22,6,53,32,16,30,627,869,No,0.59,2018,2025-12-20,30.0,Mixed,Food,Friends only,Yes,Yes,1,Free,0.97
1621,Instagram,42,Female,United Kingdom,Suburban,Lower-middle,Student,Some college,Single,No,20.3,5.8,Poor,No,Rarely,33,9,19.9,130,94,7880,29.2,5,2,7,1.2,4,216.0,15,10,151,133,138,56,29,45,20,7,103,27,52,51,1283,2281,No,0.26,2013,2025-01-18,14.4,Videos,Art,Friends only,Yes,Yes,2,Free,1.29
1622,Instagram,50,Female,South Korea,Urban,Low,Full-time employed,Some college,Married,No,10.7,6.2,Average,No,Rarely,3,5,20.6,144,62,8039,44.4,1,7,12,7.0,7,64.0,2,2,83,55,60,29,15,17,15,2,29,12,12,22,808,1626,No,0.5,2010,2025-03-02,32.0,Videos,Other,Private,Yes,Yes,2,Free,1.91
1623,Instagram,46,Male,United States,Rural,Middle,Unemployed,Master’s,Married,No,11.4,6.3,Good,No,Rarely,13,1,23.3,141,97,8095,46.9,3,8,15,5.4,4,200.0,21,2,162,115,119,37,26,35,24,4,99,26,46,79,372,851,No,0.04,2019,2025-07-10,9.5,Photos,Other,Private,No,Yes,3,Free,0.99
1624,Instagram,24,Male,Other,Urban,Middle,Freelancer,Some college,Single,Yes,7.7,6.8,Poor,Yes,Never,2,9,26.1,111,63,7863,33.4,5,5,17,3.4,2,22.0,1,6,121,40,34,14,12,10,6,0,9,4,4,6,2002,2262,No,0.89,2018,2025-12-18,22.0,Photos,Other,Public,Yes,Yes,2,Free,3.48
1625,Instagram,31,Female,United States,Urban,Upper-middle,Unemployed,PhD,Married,No,6.1,8.3,Good,No,Rarely,2,1,24.2,123,64,8014,24.3,1,3,12,2.6,3,186.0,11,2,170,103,119,41,25,32,15,5,84,43,26,59,882,1744,Yes,0.63,2021,2025-08-03,16.9,Videos,Fitness,Public,Yes,No,4,Premium,1.11
1626,Instagram,49,Male,South Korea,Suburban,Middle,Unemployed,Bachelor’s,Divorced,No,7.6,6.2,Good,Yes,Never,13,9,22.7,120,66,8063,34.1,1,5,7,6.2,1,39.0,1,3,63,46,38,12,17,13,6,2,22,11,7,15,821,1055,No,0.43,2019,2025-10-20,39.0,Stories,Fashion,Friends only,Yes,Yes,1,Free,1.78
1627,Instagram,56,Male,Brazil,Suburban,Middle,Full-time employed,Bachelor’s,Single,No,1.5,7.9,Poor,No,Never,21,10,24.1,104,82,7947,39.9,1,2,8,4.0,2,109.0,7,3,89,74,61,23,19,27,15,6,58,29,11,26,144,253,No,0.03,2020,2025-01-26,15.6,Photos,Travel,Private,No,No,1,Free,1.05
1628,Instagram,61,Male,Germany,Urban,Lower-middle,Part-time,PhD,Married,Yes,6.7,5.9,Average,No,Rarely,15,7,20.5,92,62,7891,21.2,5,5,10,1.9,2,81.0,4,3,91,53,65,25,21,21,14,5,33,22,17,30,1662,1110,No,0.83,2022,2025-12-03,20.2,Mixed,Other,Private,Yes,Yes,4,Free,1.51
1629,Instagram,29,Female,Canada,Urban,Lower-middle,Student,Some college,In a relationship,No,2.3,5.8,Very poor,Former,Weekly,8,8,24.9,137,95,8056,41.1,1,2,15,5.7,3,100.0,3,5,217,65,76,30,22,22,9,3,58,15,15,33,3200,2380,Yes,0.93,2014,2025-09-07,33.3,Photos,Travel,Friends only,No,Yes,2,Free,1.5
1630,Instagram,22,Female,United States,Suburban,Low,Unemployed,High school,Single,No,7.8,6.9,Excellent,No,Weekly,15,8,29.3,142,84,8070,19.6,3,3,13,7.0,5,158.0,5,13,220,91,108,35,21,32,16,5,82,23,33,52,490,658,No,0.52,2010,2025-03-18,31.6,Videos,Tech,Friends only,No,Yes,0,Free,1.36
1631,Instagram,61,Male,Brazil,Suburban,Middle,Full-time employed,Bachelor’s,In a relationship,Yes,4.9,6.7,Average,No,Several times a week,40,3,25.5,155,83,7891,32.7,3,2,6,2.9,0,366.0,39,10,255,150,215,63,49,39,41,3,182,108,45,118,4304,4866,No,0.09,2015,2025-09-05,9.4,Mixed,Fashion,Friends only,No,Yes,4,Free,1.01
1632,Instagram,59,Female,Brazil,Urban,Middle,Full-time employed,High school,In a relationship,No,4.9,5.7,Average,Former,Never,36,5,31.0,95,76,8007,53.8,0,5,6,2.1,3,316.0,20,7,234,150,181,45,45,44,33,6,162,57,71,81,5260,10000,No,0.99,2011,2025-02-16,15.8,Videos,Art,Friends only,Yes,Yes,3,Free,0.92
1633,Instagram,24,Male,India,Rural,Upper-middle,Unemployed,Some college,Divorced,No,3.3,7.7,Poor,No,Weekly,1,10,29.8,132,75,7914,29.4,2,7,11,1.9,0,5.0,1,11,127,28,19,5,10,12,4,4,3,1,1,1,677,1034,No,0.1,2013,2025-08-04,5.0,Stories,Art,Private,No,No,0,Free,10.33
1634,Instagram,28,Male,United States,Urban,High,Full-time employed,PhD,Single,No,2.6,6.7,Poor,No,Never,0,10,24.4,129,82,8137,33.2,2,4,5,2.4,7,5.0,1,0,130,25,21,6,6,11,3,2,2,1,1,2,6629,10000,No,0.5,2012,2025-01-30,5.0,Videos,Travel,Public,No,Yes,0,Free,5.5
1635,Instagram,36,Female,United Kingdom,Urban,Low,Student,High school,Divorced,No,7.7,5.8,Poor,Yes,Rarely,5,1,23.5,104,62,8088,21.4,4,3,5,2.9,3,77.0,2,5,84,59,53,20,22,12,6,4,31,15,13,21,980,2091,No,0.46,2019,2025-07-04,38.5,Live,Fashion,Friends only,Yes,Yes,2,Free,1.38
1636,Instagram,31,Female,Germany,Urban,Upper-middle,Full-time employed,Bachelor’s,Married,No,3.3,5.6,Average,Yes,Rarely,16,8,23.6,99,70,8182,27.4,3,7,8,3.7,3,141.0,6,5,140,93,95,34,23,26,18,4,63,42,35,43,113,101,No,0.04,2020,2025-06-29,23.5,Photos,Fashion,Private,Yes,No,3,Free,1.25
1637,Instagram,20,Male,South Korea,Urban,Low,Student,Bachelor’s,Single,No,9.0,7.0,Poor,No,Rarely,28,9,23.1,110,70,8074,26.3,7,2,13,0.1,3,266.0,8,12,268,127,153,46,39,35,22,5,151,56,61,72,4511,3566,Yes,0.81,2013,2025-05-25,33.2,Stories,Fashion,Friends only,Yes,Yes,1,Free,1.05
1638,Instagram,43,Male,United Kingdom,Suburban,Low,Student,Other,In a relationship,Yes,6.1,5.9,Excellent,Yes,Weekly,19,8,33.1,99,87,7977,46.5,3,3,18,0.8,1,96.0,4,2,108,70,64,18,18,15,19,2,56,25,10,32,476,1074,No,0.72,2020,2025-01-08,24.0,Videos,Tech,Friends only,No,No,3,Free,1.09
1639,Instagram,33,Male,Other,Urban,Low,Full-time employed,Some college,Married,No,17.6,6.5,Good,No,Rarely,12,7,24.4,157,77,7929,39.8,3,5,9,10.3,4,51.0,2,0,54,55,54,11,13,18,12,4,21,15,8,12,2392,5336,No,0.37,2014,2025-09-11,25.5,Stories,Travel,Private,No,No,0,Free,1.46
1640,Instagram,29,Female,United States,Urban,Lower-middle,Unemployed,High school,Divorced,No,11.1,7.9,Average,No,Several times a week,23,7,26.7,143,83,7956,39.3,5,5,9,3.1,2,150.0,13,1,193,85,108,26,21,28,19,2,75,27,35,51,3030,6047,No,0.39,2010,2025-09-02,11.5,Stories,Music,Friends only,No,Yes,3,Free,1.08
1641,Instagram,35,Male,South Korea,Urban,Lower-middle,Full-time employed,High school,Married,No,12.6,8.6,Average,Former,Never,1,6,32.8,104,81,8019,42.6,2,3,9,3.5,3,21.0,2,2,46,39,33,6,12,14,2,0,11,3,4,7,1177,2363,No,0.31,2015,2025-02-21,10.5,Mixed,Travel,Friends only,Yes,Yes,3,Free,2.32
1642,Instagram,49,Male,United States,Urban,Upper-middle,Retired,High school,Divorced,No,11.8,8.0,Good,No,Never,21,1,26.4,110,77,8075,40.9,2,5,9,6.4,5,248.0,17,5,198,146,145,58,30,35,20,5,101,29,38,82,313,242,No,0.53,2013,2025-01-21,14.6,Videos,Music,Private,Yes,No,1,Free,1.11
1643,Instagram,28,Female,United States,Suburban,Lower-middle,Full-time employed,Bachelor’s,Single,Yes,13.0,6.2,Good,No,Rarely,6,4,23.7,102,92,7940,23.5,4,7,6,7.2,2,106.0,3,2,186,64,72,21,26,22,13,3,56,23,18,29,6034,7678,No,0.91,2010,2025-06-29,35.3,Stories,Food,Friends only,No,No,0,Free,1.12
1644,Instagram,18,Female,Canada,Suburban,Middle,Full-time employed,Some college,Single,No,5.5,5.5,Average,No,Never,15,5,21.6,141,94,7876,35.1,5,2,13,4.9,3,62.0,4,8,151,51,68,13,15,11,8,3,27,12,7,24,1334,1128,No,0.66,2019,2025-06-28,15.5,Stories,Other,Private,No,Yes,1,Free,1.87
1645,Instagram,20,Female,Japan,Urban,Middle,Full-time employed,Bachelor’s,Divorced,No,3.6,7.4,Average,No,Rarely,35,4,15.0,143,88,7886,29.2,4,2,9,0.0,5,412.0,37,12,300,150,249,76,52,54,26,14,189,94,51,137,272,497,No,0.61,2012,2025-08-23,11.1,Live,Art,Friends only,No,No,3,Free,1.06
1646,Instagram,37,Female,Canada,Rural,Upper-middle,Student,Bachelor’s,Married,No,11.1,7.9,Poor,Former,Several times a week,30,9,30.9,152,89,7986,53.6,1,5,4,3.7,4,207.0,6,4,155,101,141,32,22,33,18,5,96,36,50,58,509,1151,No,0.61,2024,2025-10-21,34.5,Reels,Music,Friends only,Yes,Yes,3,Free,1.04
1647,Instagram,30,Male,India,Rural,Middle,Full-time employed,Bachelor’s,Divorced,No,1.0,6.6,Very poor,No,Never,28,10,23.3,118,84,7984,31.7,6,5,12,4.0,7,203.0,8,9,170,127,150,35,23,35,22,4,117,50,29,51,4072,8320,No,0.55,2023,2025-10-15,25.4,Mixed,Tech,Friends only,No,Yes,2,Free,1.21
1648,Instagram,37,Male,South Korea,Urban,Low,Student,Bachelor’s,Married,No,9.9,6.9,Good,No,Weekly,5,10,21.4,105,79,8026,44.2,5,2,11,4.3,0,38.0,3,3,73,41,47,5,18,14,9,1,17,5,7,12,419,603,Yes,0.43,2018,2025-12-20,12.7,Videos,Art,Friends only,No,No,0,Free,1.69
1649,Instagram,24,Female,Brazil,Urban,Middle,Full-time employed,Master’s,Married,No,11.8,7.7,Average,No,Never,13,3,26.4,129,88,7809,26.1,3,5,7,5.1,2,288.0,8,10,300,150,140,47,35,47,39,6,116,63,43,72,2274,5620,No,0.89,2025,2025-07-04,36.0,Stories,Fitness,Public,Yes,No,3,Business,0.91
1650,Instagram,27,Female,Brazil,Urban,Low,Student,Bachelor’s,Married,Yes,13.6,6.2,Average,No,Rarely,18,9,23.7,110,67,8160,37.2,1,2,8,4.4,2,132.0,5,2,207,89,104,14,19,24,18,0,75,30,21,40,590,524,No,0.8,2021,2025-09-17,26.4,Mixed,Other,Friends only,Yes,Yes,2,Free,1.04
1651,Instagram,38,Male,Canada,Suburban,Lower-middle,Full-time employed,Master’s,Single,No,6.1,5.8,Good,Yes,Daily,2,3,15.0,115,80,8007,52.0,4,3,12,1.2,1,84.0,9,2,91,67,83,19,17,17,13,5,35,9,17,25,874,667,No,0.49,2012,2025-07-16,9.3,Videos,Travel,Public,Yes,Yes,1,Free,1.49
1652,Instagram,53,Male,United States,Rural,Upper-middle,Unemployed,Bachelor’s,Divorced,No,12.8,7.3,Average,Yes,Rarely,13,7,22.5,152,61,8001,10.0,5,4,12,7.0,3,97.0,4,1,111,72,76,12,27,13,16,0,40,27,14,21,1078,928,No,0.22,2013,2025-08-06,24.2,Stories,Fashion,Private,No,Yes,4,Premium,1.05
1653,Instagram,57,Male,United States,Rural,Upper-middle,Unemployed,Bachelor’s,Single,Yes,3.2,7.0,Good,Former,Rarely,36,1,24.7,145,89,8034,45.2,1,3,9,2.7,5,353.0,28,8,243,150,185,55,39,45,29,8,202,55,69,106,514,884,No,0.74,2018,2025-12-25,12.6,Stories,Other,Friends only,No,Yes,0,Premium,0.9
